title,price,link
"Audi Q5 2.0 AT, 2015, 84 394 км, с пробегом, цена 1 499 000 руб. - Автомобили в Москве",1 499 000 ₽,https://www.avito.ru/moskva/avtomobili/audi_q5_2.0_at_2015_84_394_km_3839950899
"Hyundai Solaris 1.4 AT, 2018, 147 000 км, с пробегом, цена 899 990 руб. - Автомобили в Москве",899 990 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_solaris_1.4_at_2018_147_000_km_3752911545
"Hyundai ix35 2.0 AT, 2012, 142 367 км, с пробегом, цена 1 480 000 руб. - Автомобили в Москве",1 480 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_ix35_2.0_at_2012_142_367_km_4004867136
"Kia Cerato 1.6 AT, 2020, 128 000 км, с пробегом, цена 1 370 000 руб. - Автомобили в Москве",1 370 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_cerato_1.6_at_2020_128_000_km_4015797605
"Honda CR-V 2.0 MT, 2002, 250 000 км, с пробегом, цена 649 000 руб. - Автомобили в Москве",649 000 ₽,https://www.avito.ru/moskva/avtomobili/honda_cr-v_2.0_mt_2002_250_000_km_3937500491
"Opel Astra 1.8 AT, 2008, 320 000 км, с пробегом, цена 470 000 руб. - Автомобили в Москве",470 000 ₽,https://www.avito.ru/moskva/avtomobili/opel_astra_1.8_at_2008_320_000_km_4016555036
"BMW 3 серия 1.6 AT, 2014, 135 613 км, с пробегом, цена 1 295 000 руб. - Автомобили в Москве",1 295 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.6_at_2014_135_613_km_3942801669
"Hyundai i30 1.6 AT, 2009, 140 202 км, с пробегом, цена 649 000 руб. - Автомобили в Москве",649 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_i30_1.6_at_2009_140_202_km_3898654016
"Skoda Octavia 1.6 AT, 2018, 76 243 км, с пробегом, цена 915 000 руб. - Автомобили в Москве",915 000 ₽,https://www.avito.ru/moskva/avtomobili/skoda_octavia_1.6_at_2018_76_243_km_4027559890
"Hyundai Sonata 2.5 AT, 2021, 70 000 км, с пробегом, цена 1 820 000 руб. - Автомобили в Москве",1 820 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_sonata_2.5_at_2021_70_000_km_3830147199
"Mazda 3 1.6 AT, 2007, 240 000 км, с пробегом, цена 480 000 руб. - Автомобили в Москве",480 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_3_1.6_at_2007_240_000_km_3937591465
"Hyundai ix35 2.0 AT, 2014, 148 000 км, с пробегом, цена 1 099 000 руб. - Автомобили в Москве",1 099 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_ix35_2.0_at_2014_148_000_km_3940718666
"Ford Mondeo 2.0 AMT, 2012, 193 223 км, с пробегом, цена 740 000 руб. - Автомобили в Москве",740 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_mondeo_2.0_amt_2012_193_223_km_3817048557
"Mercedes-Benz GLK-класс 3.0 AT, 2011, 218 755 км, с пробегом, цена 1 160 000 руб. - Автомобили в Москве",1 160 000 ₽,https://www.avito.ru/moskva/avtomobili/mercedes-benz_glk-klass_3.0_at_2011_218_755_km_3719957825
"Toyota RAV4 2.2 AT, 2014, 227 597 км, с пробегом, цена 1 250 000 руб. - Автомобили в Москве",1 250 000 ₽,https://www.avito.ru/moskva/avtomobili/toyota_rav4_2.2_at_2014_227_597_km_3646902172
"Mitsubishi Lancer 1.6 AT, 2007, 178 241 км, с пробегом, цена 488 000 руб. - Автомобили в Москве",488 000 ₽,https://www.avito.ru/moskva/avtomobili/mitsubishi_lancer_1.6_at_2007_178_241_km_4089673017
"GAC GS8 2.0 AT, 2023, 10 км, с пробегом, цена 2 650 000 руб. - Автомобили в Москве",2 650 000 ₽,https://www.avito.ru/moskva/avtomobili/gac_gs8_2.0_at_2023_10_km_3647336024
"Nissan Almera Classic 1.6 AT, 2008, 192 000 км, с пробегом, цена 475 000 руб. - Автомобили в Москве",475 000 ₽,https://www.avito.ru/moskva/avtomobili/nissan_almera_classic_1.6_at_2008_192_000_km_3900888416
"Toyota Highlander 3.5 AT, 2015, 107 411 км, с пробегом, цена 2 299 000 руб. - Автомобили в Москве",2 299 000 ₽,https://www.avito.ru/moskva/avtomobili/toyota_highlander_3.5_at_2015_107_411_km_3919538018
"Lexus IS 2.5 AT, 2006, 206 000 км, с пробегом, цена 1 160 000 руб. - Автомобили в Москве",1 160 000 ₽,https://www.avito.ru/moskva/avtomobili/lexus_is_2.5_at_2006_206_000_km_3864758451
"Volkswagen Tiguan 2.0 AT, 2014, 154 223 км, с пробегом, цена 949 000 руб. - Автомобили в Москве",949 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_tiguan_2.0_at_2014_154_223_km_3904596986
"Ford Explorer 3.5 AT, 2012, 155 767 км, с пробегом, цена 1 249 000 руб. - Автомобили в Москве",1 249 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_explorer_3.5_at_2012_155_767_km_3995311704
"Mazda 3 1.6 AT, 2015, 112 916 км, с пробегом, цена 849 000 руб. - Автомобили в Москве",849 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_3_1.6_at_2015_112_916_km_3839766636
"Hyundai Solaris 1.6 AT, 2019, 89 176 км, с пробегом, цена 810 000 руб. - Автомобили в Москве",810 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_solaris_1.6_at_2019_89_176_km_4027177060
"Mitsubishi Outlander 2.4 AT, 2006, 203 000 км, с пробегом, цена 850 000 руб. - Автомобили в Москве",850 000 ₽,https://www.avito.ru/moskva/avtomobili/mitsubishi_outlander_2.4_at_2006_203_000_km_3765469108
"Ford Explorer 4.0 AT, 2008, 210 758 км, с пробегом, цена 1 198 000 руб. - Автомобили в Москве",1 198 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_explorer_4.0_at_2008_210_758_km_3952454009
"Mercedes-Benz CLA-класс 1.6 AMT, 2013, 153 023 км, с пробегом, цена 1 495 000 руб. - Автомобили в Москве",1 495 000 ₽,https://www.avito.ru/moskva/avtomobili/mercedes-benz_cla-klass_1.6_amt_2013_153_023_km_3942598614
"Subaru Forester 2.0 AT, 2006, 227 000 км, с пробегом, цена 689 000 руб. - Автомобили в Москве",689 000 ₽,https://www.avito.ru/moskva/avtomobili/subaru_forester_2.0_at_2006_227_000_km_3894626631
"Ford Maverick 2.3 MT, 2006, 296 353 км, с пробегом, цена 635 000 руб. - Автомобили в Москве",635 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_maverick_2.3_mt_2006_296_353_km_3940849588
"Renault Kaptur 2.0 AT, 2017, 83 656 км, с пробегом, цена 1 195 000 руб. - Автомобили в Москве",1 195 000 ₽,https://www.avito.ru/moskva/avtomobili/renault_kaptur_2.0_at_2017_83_656_km_3943137475
"Hyundai i40 2.0 AT, 2013, 130 874 км, с пробегом, цена 899 000 руб. - Автомобили в Москве",899 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_i40_2.0_at_2013_130_874_km_3962980167
"Toyota RAV4 2.0 AT, 2006, 183 000 км, с пробегом, цена 1 150 000 руб. - Автомобили в Москве",1 150 000 ₽,https://www.avito.ru/moskva/avtomobili/toyota_rav4_2.0_at_2006_183_000_km_3853132450
"Mazda 6 2.0 AT, 2004, 415 000 км, с пробегом, цена 299 000 руб. - Автомобили в Москве",299 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_6_2.0_at_2004_415_000_km_3937056805
"Chevrolet Aveo 1.4 MT, 2011, 178 000 км, с пробегом, цена 380 000 руб. - Автомобили в Москве",380 000 ₽,https://www.avito.ru/moskva/avtomobili/chevrolet_aveo_1.4_mt_2011_178_000_km_3982014131
"BMW X5 3.0 AT, 2019, 85 000 км, с пробегом, цена 5 999 999 руб. - Автомобили в Москве",5 999 999 ₽,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_85_000_km_3744495451
"Mazda 6 2.0 AT, 2007, 255 000 км, с пробегом, цена 570 000 руб. - Автомобили в Москве",570 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_6_2.0_at_2007_255_000_km_4172352737
"Hyundai Elantra 2.0 AT, 2005, 271 000 км, с пробегом, цена 375 000 руб. - Автомобили в Москве",375 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_elantra_2.0_at_2005_271_000_km_3921390173
"Audi A8 4.0 AT, 2019, 26 700 км, с пробегом, цена 5 780 000 руб. - Автомобили в Москве",5 780 000 ₽,https://www.avito.ru/moskva/avtomobili/audi_a8_4.0_at_2019_26_700_km_4004399605
"Kia Sportage 2.0 AT, 2011, 125 000 км, с пробегом, цена 1 245 000 руб. - Автомобили в Москве",1 245 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_sportage_2.0_at_2011_125_000_km_3972979918
"Kia Sportage 2.0 AT, 2015, 92 000 км, с пробегом, цена 930 000 руб. - Автомобили в Москве",930 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_sportage_2.0_at_2015_92_000_km_3829881996
"Hyundai ix35 2.0 AT, 2015, 92 000 км, с пробегом, цена 920 000 руб. - Автомобили в Москве",920 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_ix35_2.0_at_2015_92_000_km_3829658267
"Chrysler Grand Voyager 3.6 AT, 2012, 174 000 км, с пробегом, цена 1 495 000 руб. - Автомобили в Москве",1 495 000 ₽,https://www.avito.ru/moskva/avtomobili/chrysler_grand_voyager_3.6_at_2012_174_000_km_4172157058
"Kia Sportage 2.0 MT, 2015, 141 000 км, с пробегом, цена 1 350 000 руб. - Автомобили в Москве",1 350 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_sportage_2.0_mt_2015_141_000_km_3874968080
"Kia Optima 2.4 AT, 2019, 68 796 км, с пробегом, цена 1 245 000 руб. - Автомобили в Москве",1 245 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_optima_2.4_at_2019_68_796_km_4026629754
"Kia K5 2.5 AT, 2021, 72 000 км, с пробегом, цена 1 840 000 руб. - Автомобили в Москве",1 840 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_k5_2.5_at_2021_72_000_km_3830602289
"Ford Focus 2.0 MT, 2008, 181 000 км, с пробегом, цена 635 000 руб. - Автомобили в Москве",635 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_focus_2.0_mt_2008_181_000_km_3933935722
"Kia Soul 2.0 AT, 2018, 78 000 км, с пробегом, цена 980 000 руб. - Автомобили в Москве",980 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_soul_2.0_at_2018_78_000_km_3830555241
"Volkswagen Tiguan 2.0 AT, 2015, 133 481 км, с пробегом, цена 1 149 000 руб. - Автомобили в Москве",1 149 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_tiguan_2.0_at_2015_133_481_km_3930857210
"Hyundai Creta 2.0 AT, 2019, 89 275 км, с пробегом, цена 1 110 000 руб. - Автомобили в Москве",1 110 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_creta_2.0_at_2019_89_275_km_4027404051
"ТагАЗ Tager 2.3 MT, 2010, 133 452 км, с пробегом, цена 585 000 руб. - Автомобили в Москве",585 000 ₽,https://www.avito.ru/moskva/avtomobili/tagaz_tager_2.3_mt_2010_133_452_km_3909100821
"УАЗ Patriot 2.7 MT, 2017, 88 000 км, с пробегом, цена 949 000 руб. - Автомобили в Москве",949 000 ₽,https://www.avito.ru/moskva/avtomobili/uaz_patriot_2.7_mt_2017_88_000_km_3937492820
"Kia K5 2.5 AT, 2021, 78 000 км, с пробегом, цена 1 870 000 руб. - Автомобили в Москв�е",1 870 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_k5_2.5_at_2021_78_000_km_3830445048
"Hyundai ix35 2.0 AT, 2014, 148 000 км, с пробегом, цена 890 000 руб. - Автомобили в Москве",890 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_ix35_2.0_at_2014_148_000_km_3829964387
"Mitsubishi L200 2.5 MT, 2013, 137 000 км, с пробегом, цена 1 149 000 руб. - Автомобили в Москве",1 149 000 ₽,https://www.avito.ru/moskva/avtomobili/mitsubishi_l200_2.5_mt_2013_137_000_km_3888773171
"Renault Logan 1.6 MT, 2019, 68 420 км, с пробегом, цена 750 000 руб. - Автомобили в Москве",750 000 ₽,https://www.avito.ru/moskva/avtomobili/renault_logan_1.6_mt_2019_68_420_km_3966241108
"Kia Rio 1.6 AT, 2021, 41 526 км, с пробегом, цена 1 050 000 руб. - Автомобили в Москве",1 050 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_rio_1.6_at_2021_41_526_km_4027424703
"Volkswagen Passat 1.8 MT, 2001, 269 000 км, с пробегом, цена 510 000 руб. - Автомобили в Москве",510 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_passat_1.8_mt_2001_269_000_km_4069774995
"Hyundai Solaris 1.4 AT, 2012, 152 000 км, с пробегом, цена 700 000 руб. - Автомобили в Москве",700 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_solaris_1.4_at_2012_152_000_km_3835713517
"Peugeot 407 2.0 AT, 2007, 303 000 км, с пробегом, цена 467 900 руб. - Автомобили в Москве",467 900 ₽,https://www.avito.ru/moskva/avtomobili/peugeot_407_2.0_at_2007_303_000_km_3921103716
"Volkswagen Polo 1.6 AT, 2017, 75 411 км, с пробегом, цена 730 000 руб. - Автомобили в Москве",730 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_polo_1.6_at_2017_75_411_km_4089720017
"BMW X5 3.0 AT, 2004, 250 000 км, с пробегом, цена 690 000 руб. - Автомобили в Москве",690 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2004_250_000_km_4056560340
"ВАЗ (LADA) 2111 1.6 MT, 2006, 157 000 км, с пробегом, цена 170 000 руб. - Автомобили в Москве",170 000 ₽,https://www.avito.ru/moskva/avtomobili/vaz_lada_2111_1.6_mt_2006_157_000_km_3849058127
"Mercedes-Benz CLA-класс 1.6 AMT, 2016, 64 688 км, с пробегом, цена 1 895 000 руб. - Автомобили в Москве",1 895 000 ₽,https://www.avito.ru/moskva/avtomobili/mercedes-benz_cla-klass_1.6_amt_2016_64_688_km_3942800706
"Toyota Land Cruiser 4.5 AT, 2015, 212 000 км, с пробегом, цена 5 000 000 руб. - Автомобили в Москве",5 000 000 ₽,https://www.avito.ru/moskva/avtomobili/toyota_land_cruiser_4.5_at_2015_212_000_km_3849226828
"Infiniti FX37 3.7 AT, 2011, 200 000 км, с пробегом, цена 1 185 000 руб. - Автомобили в Москве",1 185 000 ₽,https://www.avito.ru/moskva/avtomobili/infiniti_fx37_3.7_at_2011_200_000_km_4019935197
"Volkswagen Golf 1.4 AMT, 2014, 112 841 км, с пробегом, цена 999 000 руб. - Автомобили в Москве",999 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_golf_1.4_amt_2014_112_841_km_3839861720
"BMW 3 серия 2.0 AT, 2012, 198 000 км, с пробегом, цена 1 370 000 руб. - Автомобили в Москве",1 370 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2012_198_000_km_3857386749
"Audi Q7 3.0 AT, 2012, 124 000 км, с пробегом, цена 2 590 000 руб. - Автомобили в Мо�скве",2 590 000 ₽,https://www.avito.ru/moskva/avtomobili/audi_q7_3.0_at_2012_124_000_km_3987675211
"BMW 7 серия 4.4 AT, 2010, 241 352 км, с пробегом, цена 1 350 000 руб. - Автомобили в Москве",1 350 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2010_241_352_km_3707282310
"Toyota RAV4 2.0 AT, 2001, 150 000 км, с пробегом, цена 800 000 руб. - Автомобили в Москве",800 000 ₽,https://www.avito.ru/moskva/avtomobili/toyota_rav4_2.0_at_2001_150_000_km_4083434964
"Kia K5 2.5 AT, 2021, 78 000 км, с пробегом, цена 1 870 000 руб. - Автомобили в Москве",1 870 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_k5_2.5_at_2021_78_000_km_3830445048
"Hyundai Santa Fe 2.2 AT, 2015, 97 000 км, с пробегом, цена 1 400 000 руб. - Автомобили в Москве",1 400 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_santa_fe_2.2_at_2015_97_000_km_3862496711
"Skoda Rapid 1.6 AT, 2020, 46 258 км, с пробегом, цена 1 190 000 руб. - Автомобили в Москве",1 190 000 ₽,https://www.avito.ru/moskva/avtomobili/skoda_rapid_1.6_at_2020_46_258_km_3647306702
"ГАЗ ГАЗель Next 2.8 MT, 2013, 285 000 км, с пробегом, цена 1 650 000 руб. - Автомобили в Москве",1 650 000 ₽,https://www.avito.ru/moskva/avtomobili/gaz_gazel_next_2.8_mt_2013_285_000_km_4056507690
"Kia Ceed 1.6 AT, 2019, 65 787 км, с пробегом, цена 1 590 000 руб. - Автомобили в Москве",1 590 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_ceed_1.6_at_2019_65_787_km_3775436318
"ВАЗ (LADA) 2114 Samara 1.6 MT, 2010, 187 968 км, с пробегом, цена 150 000 руб. - Автомобили в Москве",150 000 ₽,https://www.avito.ru/moskva/avtomobili/vaz_lada_2114_samara_1.6_mt_2010_187_968_km_3796955670
"Land Rover Range Rover Evoque 2.2 AT, 2013, 100 618 км, с пробегом, цена 1 549 000 руб. - Автомобили в Москве",1 549 000 ₽,https://www.avito.ru/moskva/avtomobili/land_rover_range_rover_evoque_2.2_at_2013_100_618_km_3962918831
"Lexus NX 2.0 CVT, 2017, 120 709 км, с пробегом, цена 1 985 000 руб. - Автомобили в Туле",1 985 000 ₽,https://www.avito.ru/tula/avtomobili/lexus_nx_2.0_cvt_2017_120_709_km_4006339799
"Chevrolet Captiva 2.2 AT, 2015, 162 500 км, с пробегом, цена 1 115 000 руб. - Автомобили в Москве",1 115 000 ₽,https://www.avito.ru/moskva/avtomobili/chevrolet_captiva_2.2_at_2015_162_500_km_4088121787
"Mazda 3 1.6 MT, 2007, 274 000 км, с пробегом, цена 455 000 руб. - Автомобили в Москве",455 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_3_1.6_mt_2007_274_000_km_3933146986
"Mitsubishi Galant 2.5 AT, 2001, 390 000 км, с пробегом, цена 300 000 руб. - Автомобили в Москве",300 000 ₽,https://www.avito.ru/moskva/avtomobili/mitsubishi_galant_2.5_at_2001_390_000_km_4025931002
"Kia Rio 1.4 AT, 2012, 198 896 км, с пробегом, цена 601 000 руб. - Автомобили в Москве",601 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_rio_1.4_at_2012_198_896_km_3935722448
"Nissan Juke 1.6 CVT, 2013, 153 000 км, с пробегом, цена 1 050 000 руб. - Автомобили в Москве",1 050 000 ₽,https://www.avito.ru/moskva/avtomobili/nissan_juke_1.6_cvt_2013_153_000_km_3927485130
"Volkswagen Polo 1.6 MT, 2017, 173 000 км, с пробегом, цена 675 000 руб. - Автомобили в Москве",675 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_polo_1.6_mt_2017_173_000_km_3817075335
"Peugeot 206 1.4 AT, 2005, 196 800 км, с пробегом, цена 190 000 руб. - Автомобили в Москве",190 000 ₽,https://www.avito.ru/moskva/avtomobili/peugeot_206_1.4_at_2005_196_800_km_4386121059
"Volkswagen Polo 1.6 AT, 2018, 71 524 км, с пробегом, цена 700 000 руб. - Автомобили в Москве",700 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_polo_1.6_at_2018_71_524_km_4026739974
"Peugeot 308 1.6 AT, 2008, 179 912 км, с пробегом, цена 459 000 руб. - Автомобили в Москве",459 000 ₽,https://www.avito.ru/moskva/avtomobili/peugeot_308_1.6_at_2008_179_912_km_3874892268
"Kia Rio 1.6 AT, 2018, 78 927 км, с пробегом, цена 830 000 руб. - Автомобили в Москве",830 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_rio_1.6_at_2018_78_927_km_4027012013
"Ford Focus 2.0 MT, 2007, 173 000 км, с пробегом, цена 560 000 руб. - Автомобили в Москве",560 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_focus_2.0_mt_2007_173_000_km_3926698737
"Nissan Juke 1.6 CVT, 2017, 90 504 км, с пробегом, цена 1 180 000 руб. - Автомобили в Москве",1 180 000 ₽,https://www.avito.ru/moskva/avtomobili/nissan_juke_1.6_cvt_2017_90_504_km_3646876195
"Chevrolet Lacetti 1.6 MT, 2010, 93 572 км, с пробегом, цена 550 000 руб. - Автомобили в Москве",550 000 ₽,https://www.avito.ru/moskva/avtomobili/chevrolet_lacetti_1.6_mt_2010_93_572_km_3528069356
"Cadillac Escalade 6.2 AT, 2013, 119 083 км, с пробегом, цена 1 799 000 руб. - Автомобили в Москве",1 799 000 ₽,https://www.avito.ru/moskva/avtomobili/cadillac_escalade_6.2_at_2013_119_083_km_3872202967
"Renault Logan 1.4 MT, 2005, 207 000 км, с пробегом, цена 225 000 руб. - Автомобили в Москве",225 000 ₽,https://www.avito.ru/moskva/avtomobili/renault_logan_1.4_mt_2005_207_000_km_3950599821
"Isuzu Rodeo 2.2 MT, 2003, 250 000 км, с пробегом, цена 390 000 руб. - Автомобили в Москве",390 000 ₽,https://www.avito.ru/moskva/avtomobili/isuzu_rodeo_2.2_mt_2003_250_000_km_3926950359
"Great Wall Hover 2.4 MT, 2008, 250 000 км, с пробегом, цена 450 000 руб. - Автомобили в Москве",450 000 ₽,https://www.avito.ru/moskva/avtomobili/great_wall_hover_2.4_mt_2008_250_000_km_3928685145
"Mazda 3 1.6 AT, 2011, 138 400 км, с пробегом, цена 700 000 руб. - Автомобили в Москве",700 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_3_1.6_at_2011_138_400_km_4019882983
"Jaguar XF 3.0 AT, 2008, 244 000 км, с пробегом, цена 870 000 руб. - Автомобили в Москве",870 000 ₽,https://www.avito.ru/moskva/avtomobili/jaguar_xf_3.0_at_2008_244_000_km_3861668735
"Kia Optima 2.0 AT, 2018, 245 000 км, с пробегом, цена 1 220 000 руб. - Автомобили в Москве",1 220 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_optima_2.0_at_2018_245_000_km_4004733822
"Ford Focus 1.6 MT, 2010, 176 000 км, с пробегом, цена 685 000 руб. - Автомобили в Москве",685 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_focus_1.6_mt_2010_176_000_km_3926898642
"Ford Focus 1.6 MT, 2011, 171 000 км, с пробегом, цена 799 000 руб. - Автомобили в Москве",799 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_focus_1.6_mt_2011_171_000_km_3955252586
"Skoda Octavia 1.6 AT, 2018, 233 000 км, с пробегом, цена 1 065 000 руб. - Автомобили в Москве",1 065 000 ₽,https://www.avito.ru/moskva/avtomobili/skoda_octavia_1.6_at_2018_233_000_km_3852900711
"Kia Sportage 2.0 AT, 2018, 78 352 км, с пробегом, цена 1 065 000 руб. - Автомобили в Москве",1 065 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_sportage_2.0_at_2018_78_352_km_4027024497
"Volkswagen Touareg 3.0 AT, 2012, 119 000 км, с пробегом, цена 1 890 000 руб. - Автомобили в Москве",1 890 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_touareg_3.0_at_2012_119_000_km_4070442962
"BMW 5 серия 2.0 AT, 2018, 60 000 км, с пробегом, цена 3 350 000 руб. - Автомобили в Москве",3 350 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_60_000_km_4385612214
"Mercedes-Benz C-класс 1.6 AT, 2013, 223 653 км, с пробегом, цена 1 450 000 руб. - Автомобили в Москве",1 450 000 ₽,https://www.avito.ru/moskva/avtomobili/mercedes-benz_c-klass_1.6_at_2013_223_653_km_3966447184
"Volkswagen Multivan 2.5 AT, 2008, 321 500 км, с пробегом, цена 1 500 000 руб. - Автомобили в Москве",1 500 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_multivan_2.5_at_2008_321_500_km_4102553759
"Volkswagen Polo 1.6 AT, 2013, 98 899 км, с пробегом, цена 600 000 руб. - Автомобили в Москве",600 000 ₽,https://www.avito.ru/moskva/avtomobili/volkswagen_polo_1.6_at_2013_98_899_km_3838838545
"Kia Rio 1.6 AT, 2012, 183 721 км, с пробегом, цена 635 000 руб. - Автомобили в Москве",635 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_rio_1.6_at_2012_183_721_km_3933486508
"Kia Cerato 1.6 MT, 2006, 221 000 км, с пробегом, цена 325 000 руб. - Автомобили в Москве",325 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_cerato_1.6_mt_2006_221_000_km_3937522844
"Hyundai i40 1.7 AT, 2015, 82 000 км, с пробегом, цена 970 000 руб. - Автомобили в Москве",970 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_i40_1.7_at_2015_82_000_km_3830368145
"Ford Mondeo 2.3 AT, 2008, 200 000 км, с пробегом, цена 720 000 руб. - Автомобили в Москве",720 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_mondeo_2.3_at_2008_200_000_km_4386235085
"BMW 5 серия 2.5 AT, 2005, 300 000 км, с пробегом, цена 965 000 руб. - Автомобили в Москве",965 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.5_at_2005_300_000_km_4069698663
"Mitsubishi Lancer 2.0 CVT, 2008, 169 000 км, с пробегом, цена 580 000 руб. - Автомобили в Москве",580 000 ₽,https://www.avito.ru/moskva/avtomobili/mitsubishi_lancer_2.0_cvt_2008_169_000_km_3942960857
"Suzuki Grand Vitara 2.4 AT, 2014, 129 000 км, с пробегом, цена 1 126 000 руб. - Автомобили в Москве",1 126 000 ₽,https://www.avito.ru/moskva/avtomobili/suzuki_grand_vitara_2.4_at_2014_129_000_km_3647322809
"BMW 5 серия 3.0 AT, 2018, 47 965 км, с пробегом, цена 4 545 000 руб. - Автомобили в Москве",4 545 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_47_965_km_3924163214
"Ford Focus 1.6 MT, 2006, 230 000 км, с пробегом, цена 260 000 руб. - Автомобили в Москве",260 000 ₽,https://www.avito.ru/moskva/avtomobili/ford_focus_1.6_mt_2006_230_000_km_3796681590
"ГАЗ ГАЗель 3302 2.9 MT, 2014, 284 500 км, с пробегом, цена 1 150 000 руб. - Автомобили в Москве",1 150 000 ₽,https://www.avito.ru/moskva/avtomobili/gaz_gazel_3302_2.9_mt_2014_284_500_km_4057615787
"Mazda 3 1.6 MT, 2007, 248 000 км, с пробегом, цена 300 000 руб. - Автомобили в Москве",300 000 ₽,https://www.avito.ru/moskva/avtomobili/mazda_3_1.6_mt_2007_248_000_km_3862151647
"Kia Sportage 2.0 MT, 2006, 165 000 км, с пробегом, цена 425 000 руб. - Автомобили в Москве",425 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_sportage_2.0_mt_2006_165_000_km_3742353422
"Hyundai Santa Fe 2.2 AT, 2007, 145 000 км, с пробегом, цена 1 130 000 руб. - Автомобили в Москве",1 130 000 ₽,https://www.avito.ru/moskva/avtomobili/hyundai_santa_fe_2.2_at_2007_145_000_km_3862020231
"Kia Ceed 1.6 AMT, 2015, 81 000 км, с пробегом, цена 1 099 000 руб. - Автомобили в Москве",1 099 000 ₽,https://www.avito.ru/moskva/avtomobili/kia_ceed_1.6_amt_2015_81_000_km_3937522746
"BMW X2 2.0 AT, 2018, 70 000 км, с пробегом, цена 2 300 000 руб. - Автомобили в Москве",2 300 000 ₽,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2018_70_000_km_3743009146
