,title,year,age,run,owners_pts,modification,volume,engine_type,transmission,gear,body,color,exchange,mark,other_history,tech_history,sold,subway,pts_type,price,horse_power,price_log
938,Mercedes-Benz GLK-класс 3.0 AT,2010,X204,183000,4+,GLK 300 3.0 4MATIC 7G-Tronic,3.0,0,Автомат,Полный,Внедорожник,Красный,Не интересует,соответствует,4,7,2,Домодедовская:до 5 мин.;Красногвардейская:16–20 мин.;Орехово:21–30 мин.,Оригинал,1340000,231,14.108180918195472
939,Kia Rio 1.4 AT,2012,III,138000,3,1.4 AT,1.4,0,Автомат,Передний,Седан,Серый,другое,выше,3,5,1,Новокосино:до 5 мин.;Новогиреево:от 31 мин.;Улица Дмитриевского:от 31 мин.,Оригинал,835000,107,13.635188201437066
940,Mercedes-Benz S-класс 5.5 AT,2009,W221,227000,4+,S 500 L 5.5 4MATIC AT,5.5,0,Автомат,Полный,Седан,Чёрный,Не интересует,выше,6,9,2,Озёрная:6–10 мин.;Юго-Западная:от 31 мин.;Мичуринский проспект:от 31 мин.,Оригинал,1585000,388,14.276095596208144
941,Audi A4 Allroad Quattro 3.0 AMT,2018,B9,139387,1,3.0 TDI quattro S tronic,3.0,1,Робот,Полный,Универсал,Чёрный,Не интересует,нет оценки,1,1,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Оригинал,1850000,218,14.430696737594902
942,Peugeot 307 1.6 AT,2004,3C,283500,4+,1.6 AT,1.6,0,Автомат,Передний,Хэтчбек,Чёрный,Не интересует,ниже,5,5,3,Коптево:16–20 мин.;Войковская:21–30 мин.;Балтийская:21–30 мин.,Дубликат,199000,109,12.20106512881963
943,Mercedes-Benz S-класс 2.9 AT,2018,W222/C217/A217 рестайлинг,142342,4+,S 350d L 2.9 4MATIC 9G-Tronic,2.9,1,Автомат,Полный,Седан,Чёрный,Возможен,соответствует,5,8,4,Строгино:до 5 мин.;Спартак:от 31 мин.;Мякинино:от 31 мин.,Дубликат,5000000,249,15.424948670398354
944,Kia Optima 2.0 AT,2018,IV рестайлинг,68100,1,2.0 T-GDI AT,2.0,0,Автомат,Передний,Седан,Белый,Не интересует,выше,1,1,1,Пыхтино:6–10 мин.;Аэропорт Внуково:21–30 мин.;Рассказовка:21–30 мин.,Оригинал,2500000,245,14.731801689838349
945,Nissan Qashqai 1.6 MT,2007,I,275785,4+,1.6 MT,1.6,0,Механика,Передний,Внедорожник,Чёрный,другое,выше,5,5,2,Улица Скобелевская:11–15 мин.;Бульвар адмирала Ушакова:21–30 мин.;Бульвар Дмитрия Донского:21–30 мин.,Другое,820000,114,13.617060838751888
946,Ford Focus 1.8 MT,2010,II рестайлинг,193000,1,1.8 MT,1.8,0,Механика,Передний,Универсал,Серый,Не интересует,выше,1,8,1,Щёлковская:до 5 мин.;Первомайская:16–20 мин.;Измайловская:от 31 мин.,Оригинал,619000,125,13.335862167174314
947,Volkswagen Polo 1.6 MT,2021,VI,78000,1,1.6 MPI MT,1.6,0,Механика,Передний,Хэтчбек,Белый,Не интересует,соответствует,1,5,2,Озёрная:16–20 мин.;Мичуринский проспект:21–30 мин.;Аминьевская:21–30 мин.,Оригинал,1300000,90,14.077875591662238
948,Peugeot 5008 2.0 AT,2018,II,182000,2,2.0 HDi AT,2.0,1,Автомат,Передний,Внедорожник,Серый,Не интересует,ниже,2,11,1,Улица Скобелевская:до 5 мин.;Бульвар адмирала Ушакова:6–10 мин.;Улица Горчакова:16–20 мин.,Оригинал,1190000,150,13.989464705423494
949,Toyota Land Cruiser 4.5 AT,2012,200 рестайлинг,220000,2,4.5 D AT 7 мест,4.5,1,Автомат,Полный,Внедорожник,Чёрный,Не интересует,выше,2,4,2,Жулебино:до 5 мин.;Котельники:11–15 мин.;Лермонтовский проспект:21–30 мин.,Оригинал,4050000,235,15.214227685996272
950,Volkswagen Tiguan 2.0 AT,2011,I,176000,2,2.0 TSI 4Motion AT,2.0,0,Автомат,Полный,Внедорожник,Серый,Возможен,соответствует,2,10,2,Домодедовская:11–15 мин.;Зябликово:21–30 мин.;Красногвардейская:21–30 мин.,Оригинал,1190000,170,13.989464705423494
951,Volkswagen Multivan 2.0 AMT,2010,T5 рестайлинг,171675,2,2.0 TDI DSG,2.0,1,Робот,Передний,Minivan,Чёрный,Не интересует,выше,2,22,2,Солнцево:11–15 мин.;Говорово:11–15 мин.;Боровское шоссе:21–30 мин.,Оригинал,2350000,180,14.669926311652166
952,Renault Logan 1.4 MT,2012,I рестайлинг,378985,3,1.4 MT,1.4,0,Механика,Передний,Седан,Красный,другое,соответствует,3,5,2,,Другое,295000,75,12.59473402514672
953,Ford Focus 2.0 AT,2009,II рестайлинг,227000,3,2.0 AT,2.0,0,Автомат,Передний,Универсал,Чёрный,Не интересует,ниже,2,5,1,Новогиреево:от 31 мин.;Новокосино:от 31 мин.;Перово:от 31 мин.,Оригинал,547000,145,13.212205909556014
954,Chevrolet Captiva 2.4 AT,2014,I рестайлинг 2,143000,1,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Чёрный,другое,ниже,1,21,1,Бульвар Дмитрия Донского:11–15 мин.;Улица Старокачаловская:11–15 мин.;Лесопарковая:21–30 мин.,Оригинал,1029000,167,13.844098986633014
955,Kia Magentis 2.0 AT,2009,II рестайлинг,218967,2,2.0 AT,2.0,0,Автомат,Передний,Седан,Серый,другое,ниже,2,1,2,Новохохловская:11–15 мин.;Нижегородская:16–20 мин.;Волгоградский проспект:от 31 мин.,Другое,580000,150,13.270785106659048
956,Kia Rio 1.6 AT,2021,IV рестайлинг,146899,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,другое,ниже,1,5,2,Марьина Роща:11–15 мин.;Савёловская:11–15 мин.;Менделеевская:11–15 мин.,Оригинал,835000,123,13.635188201437066
957,Lincoln Navigator 5.4 AT,2005,II,213000,3,5.4 4WD AT,5.4,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,ниже,2,1,1,Косино:11–15 мин.;Лермонтовский проспект:16–20 мин.;Улица Дмитриевского:16–20 мин.,Оригинал,670000,304,13.41503448390335
958,BMW 7 серия 4.4 AT,2011,F01/F02,281500,3,750i 4.4 xDrive AT,4.4,0,Автомат,Полный,Седан,Чёрный,Возможен,выше,3,2,5,Селигерская:до 5 мин.;Верхние Лихоборы:11–15 мин.;Яхромская:16–20 мин.,Оригинал,1320000,407,14.093143052138025
959,Mercedes-Benz S-класс 2.9 AT,2020,W222/C217/A217 рестайлинг,77000,1,S 350d L 2.9 4MATIC 9G-Tronic,2.9,1,Автомат,Полный,Седан,Чёрный,Не интересует,выше,2,13,2,Братиславская:21–30 мин.;Марьино:21–30 мин.;Алма-Атинская:от 31 мин.,Оригинал,7399000,249,15.816855549061078
960,BMW X4 3.0 AT,2022,G02 рестайлинг,57869,1,30d 3.0 xDrive Steptronic,3.0,1,Автомат,Полный,Внедорожник,Коричневый,Возможен,нет оценки,2,5,1,Каширская:16–20 мин.;Нагорная:21–30 мин.;Нахимовский проспект:21–30 мин.,Электронный,6395000,286,15.671027149367234
961,Mazda 3 1.6 MT,2006,BK рестайлинг,302500,4+,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Серебряный,другое,соответствует,5,1,4,Новогиреево:6–10 мин.;Перово:21–30 мин.;Новокосино:от 31 мин.,Оригинал,410000,105,12.923914877701906
962,Mazda 3 2.0 AT,2008,BK рестайлинг,168184,4+,2.0 AT,2.0,0,Автомат,Передний,Седан,Красный,Возможен,соответствует,6,2,2,,Другое,674000,150,13.420986873572868
963,Nissan Almera 1.5 MT,2005,N16 рестайлинг,270000,4+,1.5 MT,1.5,0,Механика,Передний,Хэтчбек,Серый,Не интересует,выше,6,5,1,Перово:6–10 мин.;Шоссе Энтузиастов:21–30 мин.;Андроновка:от 31 мин.,Дубликат,330000,98,12.706850963741102
964,Ford Focus 1.6 MT,2011,III,378966,4+,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Чёрный,Не интересует,ниже,4,2,6,Кожуховская:11–15 мин.;Дубровка:16–20 мин.;Угрешская:21–30 мин.,Оригинал,475000,105,13.07107218827772
965,Kia Optima 2.4 AT,2018,IV рестайлинг,162600,2,2.4 GDI AT,2.4,0,Автомат,Передний,Седан,Чёрный,Не интересует,соответствует,2,5,1,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал,2075000,188,14.54547219357453
966,Skoda Fabia 1.6 AT,2013,II рестайлинг,140915,3,1.6 AT,1.6,0,Автомат,Передний,Хэтчбек,Белый,другое,выше,3,12,5,Пионерская:6–10 мин.;Удельная:21–30 мин.;Чёрная речка:21–30 мин.,Другое,779000,105,13.565767608549109
967,Kia Sorento 2.5 AT,2004,I,198750,3,2.5 CRDi 4WD AT,2.5,1,Автомат,Полный,Внедорожник,Серый,Не интересует,выше,2,5,4,Зябликово:до 5 мин.;Красногвардейская:до 5 мин.;Шипиловская:11–15 мин.,Оригинал,572000,140,13.256896018612155
968,Mitsubishi Lancer 2.0 MT,2005,IX,250000,4+,2.0 MT,2.0,0,Механика,Передний,Седан,Белый,Не интересует,выше,6,5,7,Перово:до 5 мин.;Новогиреево:21–30 мин.;Шоссе Энтузиастов:от 31 мин.,Дубликат,600000,135,13.30468660086356
969,Nissan X-Trail 2.0 AT,2002,I,230000,4+,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Коричневый,Не интересует,выше,8,3,4,Строгино:21–30 мин.;Крылатское:от 31 мин.;Мякинино:от 31 мин.,Оригинал,660000,140,13.399996629152977
970,BMW 3 серия 2.0 AT,2018,F30/F31 рестайлинг,42600,1,320i 2.0 Steptronic,2.0,0,Автомат,Задний,Седан,Синий,Не интересует,выше,1,8,3,Аннино:6–10 мин.;Улица академика Янгеля:16–20 мин.;Лесопарковая:21–30 мин.,Оригинал,2750000,184,14.827111833279051
971,Renault Duster 2.0 AT,2013,I,159000,2,2.0 AT,2.0,0,Автомат,Передний,Внедорожник,Коричневый,Не интересует,выше,2,6,2,Бунинская аллея:до 5 мин.;Улица Горчакова:16–20 мин.;Бульвар адмирала Ушакова:21–30 мин.,Оригинал,1099000,135,13.909912143303451
972,Nissan X-Trail 2.5 CVT,2018,III,206161,1,2.5 4WD CVT,2.5,0,Вариатор,Полный,Внедорожник,Синий,Возможен,выше,1,1,2,Угрешская:16–20 мин.;Текстильщики:16–20 мин.;Волгоградский проспект:21–30 мин.,Другое,1965000,171,14.491003312191221
973,Hyundai Solaris 1.6 AT,2018,II,259000,4+,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,другое,выше,4,2,2,Таганская:до 5 мин.;Марксистская:до 5 мин.;Крестьянская застава:16–20 мин.,Оригинал,1120000,123,13.928840136128022
974,Hyundai Grand Starex 2.5 AT,2011,I,233000,2,2.5 CRDi AT,2.5,1,Автомат,Задний,Minivan,Серый,Возможен,соответствует,2,2,2,Новогиреево:21–30 мин.;Новокосино:от 31 мин.;Выхино:от 31 мин.,Оригинал,1550000,145,14.253766134056512
975,Honda Accord 2.4 AT,2007,VII рестайлинг,277500,1,2.4 AT Type S,2.4,0,Автомат,Передний,Седан,Белый,Не интересует,выше,2,6,1,Марьино:16–20 мин.;Братиславская:16–20 мин.;Борисово:21–30 мин.,Оригинал,1099000,190,13.909912143303451
976,BMW M3 4.0 AMT,2008,E90,62000,4+,4.0 AMT,4.0,0,Робот,Задний,Купе,Чёрный,другое,ниже,9,1,3,Алтуфьево:от 31 мин.;Бибирево:от 31 мин.;Медведково:от 31 мин.,Другое,2279000,420,14.639247747016668
977,Peugeot 308 1.6 AT,2013,I рестайлинг,95000,3,1.6 AT,1.6,0,Автомат,Передний,Хэтчбек,Синий,Не интересует,выше,3,14,1,Нижегородская:6–10 мин.;Андроновка:21–30 мин.;Стахановская:21–30 мин.,Оригинал,990000,150,13.805461232211274
978,Kia Cerato 2.0 AT,2019,IV,103500,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Синий,другое,соответствует,1,12,2,,Другое,1850000,150,14.430696737594902
979,Mazda 3 2.0 AT,2008,BK рестайлинг,168184,4+,2.0 AT,2.0,0,Автомат,Передний,Седан,Красный,Возможен,соответствует,6,2,2,,Другое,674000,150,13.420986873572868
980,Opel Astra 1.8 MT,2011,H рестайлинг,186000,1,1.8 MT,1.8,0,Механика,Передний,Универсал,Чёрный,Не интересует,выше,1,1,1,Беломорская:6–10 мин.;Ховрино:21–30 мин.;Речной вокзал:21–30 мин.,Оригинал,675000,140,13.42246945133505
981,Hyundai Porter 2.5 MT,2014,IV,650000,1,2.5 CRDi MT,2.5,1,Механика,Задний,Van,Белый,Не интересует,ниже,1,5,2,Печатники:11–15 мин.;Текстильщики:16–20 мин.;Волжская:16–20 мин.,Оригинал,320000,126,12.676079399771027
982,Kia Sportage 2.0 AT,2014,III,105600,2,2.0 AT,2.141281138790036,0,Автомат,Передний,Внедорожник,Серебряный,другое,ниже,2,4,2,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал,920000,150,13.732130035981154
983,Hyundai Sonata 2.0 AT,2019,VII рестайлинг,236127,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Чёрный,другое,выше,1,5,2,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал,1345000,150,14.111905314512224
984,Hyundai ix35 2.0 AT,2015,I рестайлинг,95302,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,1,27,2,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1199000,150,13.99699926803766
985,Mazda Axela 1.5 AT,2019,III рестайлинг,48900,1,1.5 AT,1.5,0,Автомат,Передний,Седан,Коричневый,другое,нет оценки,2,5,2,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Электронный,1300000,120,14.077875591662238
986,Mercedes-Benz M-класс 3.5 AT,2006,W164,247542,4+,ML 350 3.5 4MATIC AT,3.5,0,Автомат,Полный,Внедорожник,Белый,Не интересует,соответствует,8,1,3,Бабушкинская:от 31 мин.;Свиблово:от 31 мин.;Медведково:от 31 мин.,Оригинал,900000,272,13.710151153416941
987,Kia K5 2.5 AT,2020,III,161000,1,2.5 GDI AT,2.5,0,Автомат,Передний,Седан,Белый,Не интересует,ниже,1,4,2,Пыхтино:11–15 мин.;Рассказовка:21–30 мин.;Аэропорт Внуково:от 31 мин.,Электронный,1990000,194,14.503645699213111
988,Skoda Octavia 1.4 AMT,2010,II рестайлинг,300000,2,1.4 TSI DSG,1.4,0,Робот,Передний,Хэтчбек,Чёрный,Не интересует,соответствует,2,2,2,Зябликово:11–15 мин.;Красногвардейская:11–15 мин.;Домодедовская:21–30 мин.,Оригинал,610000,122,13.321215875492413
