,title,year,age,run,history,owners_pts,modification,volume,engine_type,transmission,gear,body,color,wheel,exchange,mark,accident,other_history,tech_history,sold,pts_type,price,horse_power
517,Audi A7 2.8 AMT,2011,I,93800,10.0,4+,2.8 FSI quattro S tronic,2.8,Бензин,Робот,Полный,Хэтчбек,Серый,Левый,Не интересует,соответствует,1,4,1,1,Оригинал,1779000,204
518,Nissan Note 1.6 AT,2008,E11,48600,6.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Серебряный,Левый,Не интересует,соответствует,1,2,5,2,Оригинал,915000,110
519,Dodge Charger 6.4 AT,2021,VI рестайлинг,51000,11.267396907216495,1,6.4 AT SRT,6.4,Бензин,Автомат,Задний,Седан,Серый,Левый,Возможен,нет оценки,1,2,5,2,Электронный,2500000,492
520,Kia Optima 2.0 AT,2020,IV рестайлинг,345642,4.0,2,2.0 MPI AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,выше,0,2,5,2,Оригинал,1750000,150
521,Skoda Kodiaq 1.4 AMT,2018,I,90565,2.0,1,1.4 TSI 4WD DSG,1.4,Бензин,Робот,Полный,Внедорожник,Серый,Левый,Не интересует,ниже,1,1,1,2,Оригинал,1805700,150
522,Mercedes-Benz C-класс 2.1 AT,2004,W203/S203/CL203 рестайлинг,598000,10.0,3,C 220 CDI 2.2 AT,2.1,Дизель,Автомат,Задний,Седан,Чёрный,Левый,Не интересует,нет оценки,1,3,5,1,Оригинал,580000,150
523,Audi Q7 3.0 AT,2016,4M,279417,17.0,2,45 TDI 3.0 quattro Tiptronic,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,выше,0,2,3,3,Оригинал,3157000,249
524,Kia Optima 2.0 AT,2018,IV,143469,5.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Синий,Левый,Возможен,выше,0,1,5,2,Другое,1345000,150
525,Citroen C4 1.6 AT,2006,I,170000,18.0,4+,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,0,15,1,7,Другое,394000,109
526,Opel Astra GTC 1.4 AT,2013,J рестайлинг,244785,13.0,2,1.4 Turbo AT,1.4,Бензин,Автомат,Передний,Хэтчбек,Другой,Левый,Не интересует,соответствует,0,2,13,2,Оригинал,805000,140
527,Renault Duster 1.5 MT,2018,I рестайлинг,98000,22.0,1,1.5 dCi 4WD MT,1.5,Дизель,Механика,Полный,Внедорожник,Белый,Левый,Возможен,ниже,1,1,29,2,Другое,949000,109
528,Land Rover Range Rover 3.6 AT,2008,III рестайлинг,255000,17.0,4+,3.6 TD AT,3.6,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,соответствует,1,5,18,2,Дубликат,1250000,272
529,Ford Fusion 1.4 MT,2007,I рестайлинг,199000,7.0,3,1.4 MT,1.4,Бензин,Механика,Передний,Хэтчбек,Красный,Левый,Не интересует,соответствует,0,3,5,2,Оригинал,435000,80
530,Volkswagen Golf 1.4 AMT,2012,Mk6,112500,8.0,1,1.4 TSI DSG,1.4,Бензин,Робот,Передний,Хэтчбек,Белый,Левый,Возможен,ниже,0,1,4,1,Другое,775000,122
531,Kia Sportage 2.0 AT,2018,IV,150000,6.0,4+,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,0,5,2,2,Другое,1600000,150
532,Toyota Avensis 1.8 CVT,2011,T270,154000,11.0,3,1.8 CVT,1.8,Бензин,Вариатор,Передний,Седан,Серый,Левый,другое,выше,1,3,5,1,Оригинал,1370000,147
533,Volvo XC90 2.5 AT,2005,I,177560,18.0,3,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Не интересует,выше,1,2,7,3,Оригинал,949000,210
534,Mercedes-Benz S-класс 3.5 AT,2011,W221 рестайлинг,148512,10.0,4+,S 350 3.5 4MATIC 7G-Tronic,3.5,Бензин,Автомат,Полный,Седан,Белый,Левый,Не интересует,выше,0,5,5,1,Дубликат,2345000,306
535,Volkswagen Polo 1.6 AT,2012,V,80088,2.0,4+,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,1,4,5,2,Дубликат,1100000,105
536,Skoda Karoq 1.4 AT,2020,I,101758,13.0,1,1.4 TSI AT,1.4,Бензин,Автомат,Передний,Внедорожник,Синий,Левый,Возможен,выше,0,1,12,2,Другое,2147000,150
537,Skoda Rapid 1.6 AT,2018,I рестайлинг,119500,26.0,2,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,Не интересует,соответствует,0,2,24,2,Оригинал,1400000,110
538,BMW 5 серия 2.5 AT,2000,E39,288000,7.0,4+,523i 2.5 AT,2.5,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Не интересует,выше,0,7,5,3,Дубликат,678000,170
539,Toyota Camry 2.4 MT,2004,XV30,292000,8.0,1,2.4 MT,2.4,Бензин,Механика,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,0,1,5,1,Оригинал,725000,152
540,Ford Focus 1.6 MT,2008,II рестайлинг,200000,19.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Синий,Левый,Не интересует,выше,0,5,7,4,Дубликат,639000,115
541,ВАЗ (LADA) 2109 1.5 MT,2002,I,99999,10.0,2,1.5 MT,1.5,Бензин,Механика,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,0,2,5,5,Оригинал,250000,78
542,LiXiang L6 1.5 AT,2024,I,50,11.267396907216495,1,1.5hyb 4WD AT,1.5,другое,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,нет оценки,0,2,5,2,Электронный,4799999,449
543,Volkswagen Passat 1.8 AT,2009,B6,176000,5.0,1,1.8 TSI AT,1.8,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,ниже,1,1,5,1,Другое,699000,160
544,ВАЗ (LADA) Priora 1.6 MT,2010,I,220000,11.0,3,1.6 MT,1.6,Бензин,Механика,Передний,Универсал,Чёрный,Левый,Не интересует,соответствует,0,2,1,5,Оригинал,297000,98
545,ВАЗ (LADA) 2114 Samara 1.6 MT,2011,I,98000,7.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Белый,Левый,Возможен,выше,1,1,5,4,Оригинал,235000,81
546,ВАЗ (LADA) Largus 1.6 MT,2020,I,63000,10.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Van,Белый,Левый,Не интересует,соответствует,0,1,8,2,Оригинал,1175000,106
547,Skoda Octavia 2.0 AMT,2016,III,69300,10.0,1,2.0 TDI DSG,2.0,Дизель,Робот,Передний,Хэтчбек,Синий,Левый,другое,выше,0,1,7,2,Оригинал,1899000,150
548,Kia Ceed 1.6 AT,2015,JD рестайлинг,129000,3.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,другое,ниже,1,1,1,2,Оригинал,829000,130
549,Skoda Octavia 1.8 AMT,2019,III рестайлинг,142000,22.0,1,1.8 TSI DSG,1.8,Бензин,Робот,Передний,Хэтчбек,Серый,Левый,другое,ниже,1,1,20,2,Оригинал,1199000,180
550,Mitsubishi Lancer Evolution 2.0 MT,2007,IX,92656,8.0,3,2.0 4WD MT,2.0,Бензин,Механика,Полный,Седан,Белый,Левый,Не интересует,выше,1,2,3,2,Дубликат,3100000,280
551,Mazda 6 2.0 AT,2008,GH,209000,20.0,4+,2.0 AT,2.0,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,Не интересует,выше,0,6,11,4,Дубликат,895000,147
552,Honda Civic 1.8 AT,2010,VIII рестайлинг,182000,7.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,0,2,2,2,Другое,805000,140
553,Nissan X-Trail 2.2 MT,2005,I,152543,28.0,4+,2.2 dCi 4WD MT,2.2,Дизель,Механика,Полный,Внедорожник,Чёрный,Левый,Не интересует,соответствует,1,5,18,4,Оригинал,710000,136
554,Toyota Land Cruiser Prado 2.8 AT,2015,150 рестайлинг,227700,7.0,2,2.8 D AT,2.8,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,другое,выше,1,2,5,3,Оригинал,3550000,177
555,SsangYong Rexton 3.2 AT,2005,I,205056,2.0,2,3.2 4WD AT,2.1412811387900357,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,2,1,2,Другое,461000,220
556,Mercedes-Benz E-класс 2.0 AT,2018,W213/S213/C238/A238,260000,6.0,2,E 200 2.0 9G-Tronic,2.0,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Не интересует,соответствует,0,2,2,2,Оригинал,2080000,184
557,Mercedes-Benz CLA-класс 1.6 AMT,2017,C117/X117 рестайлинг,99300,13.0,3,CLA 200 1.6 7G-DCT,1.6,Бензин,Робот,Передний,Седан,Синий,Левый,другое,выше,0,2,4,2,Оригинал,1899000,150
558,Kia Seltos 1.6 AT,2021,I,31700,5.0,2,1.6 4WD AT,1.6,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,выше,1,2,5,1,Электронный,2680000,121
559,Renault Logan 1.6 MT,2011,I рестайлинг,129100,12.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,0,6,5,4,Дубликат,420000,84
560,Geely Monjaro 2.0 AT,2023,I,48,4.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Не интересует,нет оценки,1,1,4,2,Электронный,3850000,238
561,Volvo XC90 2.9 AT,2003,I,180000,5.0,4+,2.9 4WD AT,2.9,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,выше,1,4,5,1,Оригинал,670000,272
562,Ford Focus 1.5 AT,2018,IV,80700,11.267396907216495,1,1.5 EcoBlue AT,1.5,Дизель,Автомат,Передний,Универсал,Белый,Левый,другое,нет оценки,1,2,5,2,Другое,1520000,150
563,Honda Civic 2.0 MT,2007,VIII,157000,6.0,2,2.0 MT Type R,2.0,Бензин,Механика,Передний,Хэтчбек,Красный,Левый,Не интересует,нет оценки,1,2,5,2,Оригинал,1280000,201
564,Daewoo Nexia 1.5 MT,2005,I,128285,3.0,2,1.5 MT,1.5,Бензин,Механика,Передний,Седан,Красный,Левый,Не интересует,выше,1,2,5,1,Оригинал,149000,85
565,Kia Sportage 2.0 AT,2014,III рестайлинг,187000,4.0,3,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Белый,Левый,Не интересует,выше,0,3,5,1,Оригинал,1495000,150
566,Toyota Land Cruiser 4.5 AT,2014,200 рестайлинг,239600,7.0,4+,4.5 D AT 5 мест,4.5,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Не интересует,соответствует,0,7,1,2,Дубликат,3398000,235
567,Toyota Avensis 2.0 AT,2006,T250 рестайлинг,184500,2.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Зелёный,Левый,Не интересует,соответствует,1,1,5,1,Оригинал,790000,147
568,Hyundai Santa Fe 2.4 AT,2020,IV,25000,2.0,1,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,выше,1,2,5,2,Оригинал,3600000,188
569,Nissan Qashqai 2.0 CVT,2018,II рестайлинг,119138,6.0,1,2.0 CVT,2.0,Бензин,Вариатор,Передний,Внедорожник,Серебряный,Левый,Не интересует,ниже,1,1,6,2,Оригинал,1130000,144
570,Toyota Camry 2.5 AT,2016,XV50 рестайлинг,159142,13.0,2,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Серебряный,Правый,другое,нет оценки,0,2,7,2,Оригинал,2200000,181
571,Lexus RX 2.7 AT,2014,III рестайлинг,172000,18.0,1,RX 270 2.7 AT,2.7,Бензин,Автомат,Передний,Внедорожник,Белый,Левый,Не интересует,выше,1,2,19,2,Оригинал,2420000,188
572,Chevrolet Cruze 1.8 AT,2012,I рестайлинг,145000,6.0,1,1.8 AT,1.8,Бензин,Автомат,Передний,Хэтчбек,Серый,Левый,Не интересует,выше,1,1,5,2,Оригинал,928000,141
573,BMW X6 3.0 AT,2015,F16,174000,10.0,3,30d 3.0 Steptronic,3.0,Дизель,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,соответствует,0,2,8,1,Оригинал,3250000,249
574,Toyota Camry 2.5 AT,2016,XV50 рестайлинг,85087,11.0,2,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,1,2,4,3,Оригинал,2500000,181
575,Volkswagen Golf 1.4 MT,1998,Mk4,242000,9.0,4+,1.4 MT,1.4,Бензин,Механика,Передний,Хэтчбек,Серебряный,Левый,Не интересует,выше,0,6,5,5,Дубликат,365000,75
576,Infiniti FX35 3.5 AT,2006,I рестайлинг,210000,5.0,2,3.5 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Другой,Левый,Не интересует,выше,0,2,1,2,Оригинал,1165000,280
577,Ford Kuga 2.0 AMT,2012,I,142000,5.0,1,2.0 TDCi 4WD AMT,2.0,Дизель,Робот,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,1,1,5,2,Другое,799000,140
578,Opel Insignia 1.6 MT,2020,II,106000,11.267396907216495,1,1.6 CDTi MT,1.6,Дизель,Механика,Передний,Хэтчбек,Другой,Левый,Не интересует,нет оценки,0,2,5,2,Электронный,1650000,136
579,ВАЗ (LADA) 2114 Samara 1.6 MT,2005,I,250000,8.0,3,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Другой,Левый,Не интересует,выше,1,2,5,3,Оригинал,195000,81
580,Skoda Kodiaq 2.0 AMT,2017,I,116000,13.0,2,2.0 TDI 4WD DSG,2.0,Дизель,Робот,Полный,Внедорожник,Серебряный,Левый,Не интересует,выше,0,2,10,1,Оригинал,2840000,150
581,Porsche Cayenne 3.2 AT,2004,I,350000,13.0,4+,3.2 AT,3.2,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,соответствует,0,7,5,3,Оригинал,975000,250
582,Nissan Qashqai 1.6 CVT,2013,I рестайлинг,217000,18.0,2,1.6 CVT,1.6,Бензин,Вариатор,Передний,Внедорожник,Белый,Левый,Возможен,соответствует,1,2,14,2,Оригинал,1030000,117
